iter	MultiClass
423	0.2859367751
424	0.2852497199
425	0.2842622636
426	0.2836546587
427	0.2830225783
428	0.2828138462
429	0.2820226554
430	0.2814436154
431	0.2810131753
432	0.2807368687
433	0.2798822781
434	0.2791268005
435	0.2787748122
436	0.2783986561
437	0.2777375824
438	0.2771530315
439	0.2768412579
440	0.275909917
441	0.2755660446
442	0.27521083
443	0.2747508956
444	0.2742019415
445	0.273283255
446	0.2726636345
447	0.272321077
448	0.2720494532
449	0.2715336639
450	0.2708576534
451	0.2701704015
452	0.2698093763
453	0.2694716546
454	0.269065897
455	0.2684160545
456	0.2679179753
457	0.2671956175
458	0.2668678821
459	0.2663448562
460	0.2659189823
461	0.2652187265
462	0.2645554456
463	0.2640256508
464	0.2633756899
465	0.2631975503
466	0.2626776429
467	0.2623998336
468	0.2617548549
469	0.2611090261
470	0.2605942152
471	0.260030354
472	0.2593359702
473	0.2591147821
474	0.2584368906
475	0.2580585757
476	0.2576630072
477	0.2572365101
478	0.2566364907
479	0.2558761765
480	0.2552261394
481	0.2545761651
482	0.254445376
483	0.2539019513
484	0.2532014346
485	0.2527909047
486	0.2522787089
487	0.2518922271
488	0.2511887699
489	0.250447219
490	0.2494826992
491	0.2488500348
492	0.2483111695
493	0.2478932908
494	0.2471760386
495	0.246695769
496	0.246086051
497	0.2456487994
498	0.2451138765
499	0.2448092938
500	0.2442439842
501	0.2437046102
502	0.2430337105
503	0.2425021444
504	0.2417558671
505	0.2414810224
506	0.2408758973
507	0.2403112436
508	0.2399012276
509	0.239440242
510	0.2389807877
511	0.2386275841
512	0.2383204831
513	0.2380457341
514	0.2379700775
515	0.2370942533
516	0.2367688196
517	0.2362403319
518	0.2354433219
519	0.2352841722
520	0.2348872147
521	0.234238491
522	0.2337700932
523	0.233067337
524	0.2323974068
525	0.2318080857
526	0.2313443342
527	0.2307262067
528	0.2301310283
529	0.2298616815
530	0.229291348
531	0.2288454449
532	0.2284931371
533	0.2279863356
534	0.2274073713
535	0.2268804298
536	0.2263506037
537	0.2258618783
538	0.2254130771
539	0.2248033743
540	0.2244368321
541	0.2240571967
542	0.2236337331
543	0.2230769195
544	0.2226682318
545	0.2219865193
546	0.2215615639
547	0.2212105388
548	0.2209758501
549	0.2205500526
550	0.2197366667
551	0.2191429854
552	0.2186241698
553	0.2184058436
554	0.2179481843
555	0.2175120942
556	0.2171138899
557	0.2167162572
558	0.2158886432
559	0.215311648
560	0.214703376
561	0.2141583399
562	0.2136371998
563	0.2132156135
564	0.21294913
565	0.2126025324
566	0.212110565
567	0.2117045293
568	0.2112402913
569	0.2110033264
570	0.2107973022
571	0.2103425598
572	0.2102238899
573	0.2097023293
574	0.2089601728
575	0.2084913855
576	0.2078674482
577	0.2070887674
578	0.2067028874
579	0.2063629221
580	0.205889476
581	0.2057187135
582	0.2053392368
583	0.2049934173
584	0.2045744741
585	0.2043106206
586	0.2036804927
587	0.203229396
588	0.2030846978
589	0.2028345513
590	0.202428871
591	0.202038885
592	0.2015816481
593	0.2012998297
594	0.201042831
595	0.2006673937
596	0.2004959891
597	0.2001810159
598	0.1998802561
599	0.1993646928
600	0.1988890947
601	0.1986478317
602	0.1983376076
603	0.1979761687
604	0.1974940339
605	0.1971267762
606	0.1968689246
607	0.1962881196
608	0.1959750923
609	0.1958099779
610	0.1953728082
611	0.1950527693
612	0.1945457489
613	0.1942881309
614	0.193890814
615	0.1935592049
616	0.1932437474
617	0.1929480944
618	0.1927127034
619	0.1922437379
620	0.1920137055
621	0.1916676049
622	0.1912878645
623	0.1908451288
624	0.1906212122
625	0.1903620225
626	0.1901635966
627	0.1898004706
628	0.1892979761
629	0.1890148139
630	0.1887165979
631	0.1884626822
632	0.1881879287
633	0.1877500896
634	0.1874236146
635	0.1871471759
636	0.1867747416
637	0.186545678
638	0.1861892464
639	0.1855589799
640	0.1851562421
641	0.1847259778
642	0.1843302605
643	0.1840000939
644	0.1837629071
645	0.1833730448
646	0.1831261088
647	0.1826942655
648	0.1824812435
649	0.1822821027
650	0.1821649468
651	0.1818986827
652	0.1816917857
653	0.1812962691
654	0.1809133306
655	0.1805204351
656	0.1800997755
657	0.1798783525
658	0.1794557151
659	0.1790506474
660	0.1785711631
661	0.1781828651
662	0.1780375565
663	0.1775394781
664	0.1773623735
665	0.1770478163
666	0.176589926
667	0.1762339014
668	0.1758890835
669	0.1756949473
670	0.1753908557
671	0.1751423174
672	0.1748912817
673	0.1745197065
674	0.1742855553
675	0.1738070612
676	0.1734980278
677	0.1730649113
678	0.1728132469
679	0.1723666339
680	0.1719437253
681	0.1713500491
682	0.171047785
683	0.1709743036
684	0.170525127
685	0.17034164
686	0.1699515567
687	0.1696601073
688	0.1694342521
689	0.1692478702
690	0.1688743801
691	0.1683915346
692	0.1681352145
693	0.1680328823
694	0.1678260889
695	0.1674783497
696	0.1671521087
697	0.1669342752
698	0.1665772716
699	0.166173857
700	0.1658182334
701	0.1653431771
702	0.1650005217
703	0.1646495506
704	0.16448236
705	0.1641343899
706	0.1637090178
707	0.163501136
708	0.1633905778
709	0.1633008533
710	0.1627683321
711	0.1623957555
712	0.1621257082
713	0.1618962918
714	0.1614419675
715	0.1612173832
716	0.1611066617
717	0.1607392517
718	0.1604783953
719	0.160234677
720	0.1598089808
721	0.1595829535
722	0.1592273618
723	0.1589184612
724	0.1586375163
725	0.1582177128
726	0.1580054396
727	0.157832283
728	0.1575103775
729	0.157015332
730	0.1566529516
731	0.1565180941
732	0.1562565478
733	0.1558767236
734	0.1557728977
735	0.1555951176
736	0.1553079177
737	0.1550746149
738	0.1549997277
739	0.1547608377
740	0.1545189407
741	0.154384453
742	0.1541124574
743	0.1538338105
744	0.1535922023
745	0.1531794248
746	0.1527444149
747	0.1524371064
748	0.1521116879
749	0.1518147743
750	0.1513803719
751	0.1511977558
752	0.1510051415
753	0.1507
754	0.1503747432
755	0.1500532637
756	0.149903717
757	0.1496283935
758	0.1493960423
759	0.1490981483
760	0.1487733675
761	0.1485340456
762	0.1482273255
763	0.1481356587
764	0.1478867947
765	0.1476521743
766	0.1474203636
767	0.1470752112
768	0.1467701774
769	0.146583646
770	0.1464601292
771	0.1462629044
772	0.146087269
773	0.1457912096
774	0.1457058504
775	0.1454090618
776	0.1451015527
777	0.1448845293
778	0.1445386037
779	0.144370778
780	0.1441044196
781	0.1438183837
782	0.1434746664
783	0.1431462878
784	0.1428208148
785	0.1425414742
786	0.142247332
787	0.1420837335
788	0.1418087549
789	0.1415231357
790	0.1412437743
791	0.1408936601
792	0.1405641818
793	0.1403625677
794	0.1400317051
795	0.1398333023
796	0.139641337
797	0.1393504104
798	0.1391202006
799	0.1388350646
800	0.1384502715
801	0.1382108071
802	0.1379397232
803	0.1376245116
804	0.1374533487
805	0.1371747176
806	0.137018522
807	0.1367968377
808	0.1366535799
809	0.1363963914
810	0.1361147813
811	0.1358481673
812	0.135687266
813	0.1354767209
814	0.1351279556
815	0.1348465142
816	0.1346039758
817	0.1343619112
818	0.134003819
819	0.1335570181
820	0.1334178628
821	0.1330128114
822	0.1327073281
823	0.1324491124
824	0.1322146507
825	0.131900392
826	0.1316953244
827	0.1314174613
828	0.1311981705
829	0.1310020091
830	0.1307416414
831	0.1304374575
832	0.1300735349
833	0.1298102331
834	0.1297107738
835	0.1294268358
836	0.129218016
837	0.128984673
838	0.1288227792
839	0.1285593433
840	0.1281908216
841	0.1278343064
842	0.1277093766
843	0.1275733075
844	0.1274683006
845	0.1272940249
846	0.1270381167
847	0.1267821678
848	0.1266497778
849	0.12647324
850	0.1261774192
851	0.1259502294
852	0.1257072172
853	0.125499047
854	0.1253264397
855	0.1251950584
856	0.1250773082
857	0.1249158272
858	0.1247457104
859	0.1246470787
860	0.1242813467
861	0.1240066404
862	0.1238465627
863	0.1236389105
864	0.1234817103
865	0.1232608982
866	0.1230829708
867	0.1229188299
868	0.1226885451
869	0.1225769098
870	0.1223319232
871	0.1220760896
872	0.1217951112
873	0.1216771355
874	0.1215514823
875	0.1213140651
876	0.1211301664
877	0.1209378429
878	0.1207360744
879	0.1206009901
880	0.1204589044
881	0.1202799629
882	0.1201650911
883	0.1200498546
884	0.1198556755
885	0.1196736442
886	0.1194649804
887	0.1192500729
888	0.1190481763
889	0.118865356
890	0.1186739848
891	0.118427916
892	0.1183221412
893	0.1181372562
894	0.1179990962
895	0.1177717957
896	0.1175687634
897	0.1174225646
898	0.1173390109
899	0.1171502033
900	0.1169557911
901	0.116826923
902	0.1166407716
903	0.116481645
904	0.1163257586
905	0.1161534186
906	0.1160197933
907	0.1158689436
908	0.1156883797
909	0.1154353543
910	0.1151315022
911	0.1148727133
912	0.1147621146
913	0.1146359311
914	0.114457435
915	0.1143606782
916	0.1141520975
917	0.1139483262
918	0.1136902453
919	0.1135624065
920	0.1133650137
921	0.1132030443
922	0.1129880644
923	0.1128652091
924	0.1126396105
925	0.1125443555
926	0.112363585
927	0.1122121772
928	0.1121080382
929	0.1119622578
930	0.1118044312
931	0.1116755943
932	0.1114477814
933	0.1112976762
934	0.1109706384
935	0.1107518758
936	0.1106122653
937	0.1103928685
938	0.1101797301
939	0.1097862738
940	0.1096564878
941	0.1094823257
942	0.1093012127
943	0.1090647493
944	0.1089596592
945	0.1087963946
946	0.1085229146
947	0.1083613278
948	0.1082152089
949	0.1080589565
950	0.1079085274
951	0.1076709463
952	0.1075243668
953	0.1073152198
954	0.1071247588
955	0.1069934786
956	0.1067610638
957	0.1065329764
958	0.1064740626
959	0.1063443754
960	0.1060486237
961	0.1059343438
962	0.1057267152
963	0.1055439932
964	0.1053457137
965	0.10513739
966	0.1048856267
967	0.1046644764
968	0.1044297539
969	0.1042902759
970	0.1042376978
971	0.1042056495
972	0.1039070538
973	0.1037906695
974	0.1036504279
975	0.1035380903
976	0.1034425671
977	0.1032685101
978	0.1030763109
979	0.1029811711
980	0.1028982534
981	0.1026483393
982	0.102499265
983	0.1022416867
984	0.1020632331
985	0.101911591
986	0.1017884521
987	0.1016639575
988	0.1014460397
989	0.1013025562
990	0.1011966496
991	0.1010673374
992	0.1008678756
993	0.1007549625
994	0.1005311513
995	0.1003751067
996	0.1002813423
997	0.1001198952
998	0.1000297409
999	0.0998476711
