epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,185.019,1.04408,0.60136,1,0.93114,0.00023707,0.00023707,0.00023707
2,364.877,0.88154,0.62963,1,0.78937,0.000381006,0.000381006,0.000381006
3,559.106,0.8366,0.62671,1,0.82561,0.000430694,0.000430694,0.000430694
4,752.801,0.77771,0.64912,1,0.7407,0.000289884,0.000289884,0.000289884
5,942.877,0.73086,0.69688,1,0.66121,0.000148512,0.000148512,0.000148512
